,GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Unnamed: 10,SeriesFirstDown,Unnamed: 12,NextScore,Description,TeamWin,Unnamed: 16,Unnamed: 17,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
1678,2020121308,2020-12-13,1,12,27,IND,LV,2,12,56,,1,,0,"(12:27) (NO HUDDLE, SHOTGUN) 17-P.RIVERS PASS SHORT LEFT TO 28-J.TAYLOR TO LV 24 FOR 20 YARDS (25-E.HARRIS; 26-N.LAWSON).",0,,,2020,20,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,44,OPP,0,,0,,0
1693,2020121307,2020-12-13,3,11,22,TB,MIN,1,10,65,,1,,0,(11:22) 12-T.BRADY PASS DEEP LEFT TO 13-M.EVANS PUSHED OB AT MIN 6 FOR 29 YARDS (27-C.DANTZLER).,0,,,2020,29,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,35,OPP,0,,0,,0
1706,2020121309,2020-12-13,2,1,17,SEA,NYJ,1,10,58,,1,,0,"(1:17) (NO HUDDLE, SHOTGUN) 3-R.WILSON PASS DEEP RIGHT TO 86-J.HOLLISTER RAN OB AT NYJ 22 FOR 20 YARDS.",0,,,2020,20,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,42,OPP,0,,0,,0
1722,2020121308,2020-12-13,2,9,10,IND,LV,1,10,59,,1,,0,"(9:10) (SHOTGUN) 17-P.RIVERS PASS DEEP LEFT TO 13-T.HILTON FOR 41 YARDS, TOUCHDOWN [99-A.KEY].",0,,,2020,41,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,41,OPP,0,,0,,0
1749,2020121305,2020-12-13,4,2,31,KC,MIA,4,1,60,,1,,0,(2:31) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 10-T.HILL PUSHED OB AT MIA 18 FOR 22 YARDS (21-E.ROWE).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,40,OPP,0,,0,,0
1831,2020121304,2020-12-13,1,8,7,TEN,JAX,1,10,63,,1,,0,"(8:07) 17-R.TANNEHILL PASS DEEP RIGHT TO 11-A.BROWN FOR 37 YARDS, TOUCHDOWN.",0,,,2020,37,UNDER CENTER,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,37,OPP,0,,0,,0
1859,2020121305,2020-12-13,1,0,52,KC,MIA,1,10,62,,1,,0,(:52) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT INTENDED FOR 25-C.EDWARDS-HELAIRE INTERCEPTED BY 21-E.ROWE AT MIA 31. 21-E.ROWE TO KC 47 FOR 22 YARDS (17-M.HARDMAN; 25-C.EDWARDS-HELAIRE).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,38,OPP,0,,0,,0
1879,2020122010,2020-12-20,2,12,32,SEA,WAS,3,7,61,,0,,0,"(12:32) (SHOTGUN) 3-R.WILSON PASS DEEP LEFT TO 18-F.SWAIN FOR 39 YARDS, TOUCHDOWN. PENALTY ON WAS-20-J.MORELAND, DEFENSIVE OFFSIDE, DECLINED. THE REPLAY OFFICIAL REVIEWED THE PASS COMPLETION RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 3-R.WILSON PASS INCOMPLETE DEEP LEFT TO 18-F.SWAIN. PENALTY ON WAS-20-J.MORELAND, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT WAS 39 - NO PLAY.",0,,,2020,39,SHOTGUN,PASS,0,1,1,1,DEEP LEFT,0,0,0,,0,0,0,1,0,0,,39,OPP,0,WAS,1,DEFENSIVE OFFSIDE,0
1900,2020121300,2020-12-13,4,4,2,DEN,CAR,1,10,51,,1,,0,"(4:02) (SHOTGUN) 3-D.LOCK PASS DEEP LEFT TO 13-K.HAMLER FOR 49 YARDS, TOUCHDOWN.",0,,,2020,49,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,49,OPP,0,,0,,0
2028,2020121308,2020-12-13,2,10,43,LV,IND,2,13,79,,1,,0,"(10:43) (SHOTGUN) 4-D.CARR PASS DEEP MIDDLE TO 15-N.AGHOLOR FOR 21 YARDS, TOUCHDOWN.",0,,,2020,21,SHOTGUN,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,21,OPP,0,,0,,0
2033,2020121308,2020-12-13,1,0,18,LV,IND,1,10,53,,1,,0,"(:18) 4-D.CARR PASS DEEP MIDDLE TO 87-F.MOREAU FOR 47 YARDS, TOUCHDOWN.",0,,,2020,47,UNDER CENTER,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,47,OPP,0,,0,,0
2047,2020121305,2020-12-13,4,12,10,MIA,KC,1,10,71,,1,,0,"(12:10) (SHOTGUN) 1-T.TAGOVAILOA PASS DEEP MIDDLE TO 88-M.GESICKI FOR 29 YARDS, TOUCHDOWN.",0,,,2020,29,SHOTGUN,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,29,OPP,0,,0,,0
2055,2020121305,2020-12-13,3,7,32,KC,MIA,2,7,58,,1,,0,"(7:32) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 17-M.HARDMAN TO MIA 16 FOR 26 YARDS (24-BY.JONES). FUMBLES (24-BY.JONES), RECOVERED BY MIA-51-K.GRUGIER-HILL AT MIA 7.",0,,,2020,26,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,0,,42,OPP,0,,0,,0
2061,2020121305,2020-12-13,3,13,58,KC,MIA,2,5,56,,1,,0,"(13:58) (SHOTGUN) 15-P.MAHOMES PASS DEEP MIDDLE TO 10-T.HILL FOR 44 YARDS, TOUCHDOWN.",0,,,2020,44,SHOTGUN,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,44,OPP,0,,0,,0
2087,2020121300,2020-12-13,3,4,3,DEN,CAR,2,14,69,,1,,0,"(4:03) (SHOTGUN) 3-D.LOCK PASS SHORT LEFT TO 84-T.FUMAGALLI FOR 31 YARDS, TOUCHDOWN. THE REPLAY OFFICIAL REVIEWED THE RUNNER BROKE THE PLANE RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 3-D.LOCK PASS SHORT LEFT TO 84-T.FUMAGALLI TO CAR 2 FOR 29 YARDS (21-J.CHINN).",0,,,2020,31,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,31,OPP,0,,0,,0
2177,2020120702,2020-12-07,3,9,36,WAS,PIT,2,12,69,,1,,0,(9:36) (SHOTGUN) 11-A.SMITH PASS DEEP LEFT TO 82-L.THOMAS TO PIT 1 FOR 30 YARDS (39-M.FITZPATRICK) [97-C.HEYWARD].,0,,,2020,30,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,31,OPP,0,,0,,0
2192,2020121300,2020-12-13,2,3,28,DEN,CAR,1,10,53,,1,,0,(3:28) (SHOTGUN) 3-D.LOCK PASS DEEP LEFT TO 10-J.JEUDY TO CAR 16 FOR 31 YARDS (24-R.DOUGLAS).,0,,,2020,31,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,47,OPP,0,,0,,0
2215,2020121303,2020-12-13,3,9,33,GB,DET,3,14,58,,0,,0,"(9:33) (SHOTGUN) 12-A.RODGERS PASS DEEP MIDDLE TO 83-M.VALDES-SCANTLING TO DET 21 FOR 21 YARDS (24-A.ORUWARIYE). PENALTY ON DET-21-T.WALKER, ILLEGAL CONTACT, DECLINED.",0,,,2020,21,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,1,0,0,,42,OPP,0,DET,0,ILLEGAL CONTACT,0
2256,2020121000,2020-12-10,2,11,42,NE,LA,1,20,58,,1,,0,(11:42) 1-C.NEWTON PASS DEEP MIDDLE TO 10-D.BYRD TO LA 17 FOR 25 YARDS (32-J.FULLER).,0,,,2020,25,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,42,OPP,0,,0,,0
2261,2020121000,2020-12-10,2,15,0,NE,LA,2,9,81,,1,,0,"(15:00) 1-C.NEWTON PASS SHORT RIGHT INTENDED FOR 37-D.HARRIS INTERCEPTED BY 41-K.YOUNG AT LA 21. 41-K.YOUNG FOR 79 YARDS, TOUCHDOWN.",0,,,2020,79,UNDER CENTER,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,19,OPP,0,,0,,0
2303,2020120800,2020-12-08,3,4,47,BAL,DAL,1,10,80,,1,,0,"(4:47) (SHOTGUN) 8-L.JACKSON PASS DEEP LEFT TO 15-M.BROWN FOR 20 YARDS, TOUCHDOWN.",0,,,2020,20,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,20,OPP,0,,0,,0
2334,2020120800,2020-12-08,2,8,15,BAL,DAL,1,10,62,,1,,0,"(8:15) (SHOTGUN) 8-L.JACKSON PASS DEEP RIGHT TO 80-M.BOYKIN FOR 38 YARDS, TOUCHDOWN.",0,,,2020,38,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,38,OPP,0,,0,,0
2366,2020121307,2020-12-13,2,7,48,TB,MIN,3,4,52,,1,,0,"(7:48) (SHOTGUN) 12-T.BRADY PASS DEEP MIDDLE TO 10-S.MILLER FOR 48 YARDS, TOUCHDOWN.",0,,,2020,48,SHOTGUN,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,48,OPP,0,,0,,0
2420,2020120702,2020-12-07,2,4,3,PIT,WAS,1,10,100,,1,,0,"(4:03) (SHOTGUN) 7-B.ROETHLISBERGER PASS SHORT LEFT TO 13-J.WASHINGTON FOR 50 YARDS, TOUCHDOWN.",0,,,2020,50,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2428,2020120702,2020-12-07,2,8,21,PIT,WAS,2,14,65,,1,,0,(8:21) (SHOTGUN) 7-B.ROETHLISBERGER PASS DEEP MIDDLE TO 11-C.CLAYPOOL TO WAS 5 FOR 30 YARDS (22-D.EVERETT).,0,,,2020,30,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,35,OPP,0,,0,,0
2442,2020120700,2020-12-07,4,2,29,SF,BUF,3,10,52,,1,,0,(2:29) (SHOTGUN) 4-N.MULLENS PASS SHORT LEFT TO 19-D.SAMUEL TO BUF 25 FOR 23 YARDS (49-T.EDMUNDS).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,48,OPP,0,,0,,0
2456,2020120700,2020-12-07,4,9,56,BUF,SF,2,10,72,,1,,0,"(9:56) (SHOTGUN) 17-J.ALLEN PASS DEEP RIGHT TO 13-G.DAVIS FOR 28 YARDS, TOUCHDOWN.",0,,,2020,28,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,28,OPP,0,,0,,0
2476,2020120700,2020-12-07,3,5,53,BUF,SF,2,9,77,,1,,0,"(5:53) (SHOTGUN) 17-J.ALLEN PASS DEEP LEFT TO 19-I.MCKENZIE FOR 23 YARDS, TOUCHDOWN.",0,,,2020,23,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,23,OPP,0,,0,,0
2488,2020120700,2020-12-07,3,13,19,SF,BUF,1,10,55,,1,,0,(13:19) 4-N.MULLENS PASS SHORT LEFT TO 11-B.AIYUK PUSHED OB AT BUF 25 FOR 20 YARDS (39-L.WALLACE).,0,,,2020,20,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,45,OPP,0,,0,,0
2606,2020120612,2020-12-06,4,10,16,KC,DEN,3,10,52,,0,,0,"(10:16) (SHOTGUN) 15-P.MAHOMES PASS DEEP RIGHT TO 10-T.HILL FOR 48 YARDS, TOUCHDOWN NULLIFIED BY PENALTY. PENALTY ON KC-73-N.ALLEGRETTI, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DEN 48 - NO PLAY.",0,,,2020,48,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,1,0,0,,48,OPP,1,KC,1,OFFENSIVE HOLDING,10
2611,2020120612,2020-12-06,3,1,13,KC,DEN,2,10,80,,0,,0,"(1:13) (SHOTGUN) 15-P.MAHOMES PASS DEEP LEFT TO 87-T.KELCE FOR 20 YARDS, TOUCHDOWN. PENALTY ON DEN-57-D.WALKER, DEFENSIVE OFFSIDE, DECLINED.",0,,,2020,20,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,1,0,0,,20,OPP,0,DEN,0,DEFENSIVE OFFSIDE,0
2673,2020120612,2020-12-06,1,2,30,KC,DEN,1,10,57,,1,,0,(2:30) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 11-D.ROBINSON TO DEN 23 FOR 20 YARDS (21-A.BOUYE; 45-A.JOHNSON).,0,,,2020,20,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,43,OPP,0,,0,,0
2679,2020120609,2020-12-06,1,2,31,NYG,SEA,3,8,83,,1,,0,(2:31) (SHOTGUN) 12-C.MCCOY PASS SHORT LEFT INTENDED FOR 88-E.ENGRAM INTERCEPTED BY 37-Q.DIGGS (35-R.NEAL) AT SEA 4. 37-Q.DIGGS PUSHED OB AT SEA 36 FOR 32 YARDS (12-C.MCCOY).,0,,,2020,32,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,17,OPP,0,,0,,0
2786,2020120611,2020-12-06,4,6,58,NE,LAC,2,10,62,,1,,0,"(6:58) (SHOTGUN) 4-J.STIDHAM PASS SHORT MIDDLE TO 80-G.OLSZEWSKI FOR 38 YARDS, TOUCHDOWN.",0,,,2020,38,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,38,OPP,0,,0,,0
2823,2020120610,2020-12-06,4,7,59,PHI,GB,4,18,68,,1,,0,"(7:59) (SHOTGUN) 2-J.HURTS PASS DEEP RIGHT TO 84-G.WARD FOR 32 YARDS, TOUCHDOWN.",0,,,2020,32,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,32,OPP,0,,0,,0
2828,2020120610,2020-12-06,4,9,39,PHI,GB,3,4,56,,1,,0,"(9:39) (NO HUDDLE, SHOTGUN) 2-J.HURTS PASS SHORT RIGHT TO 86-Z.ERTZ TO GB 24 FOR 20 YARDS (26-D.SAVAGE).",0,,,2020,20,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,44,OPP,0,,0,,0
2850,2020120610,2020-12-06,3,9,52,GB,PHI,3,3,100,,1,,0,(9:52) (SHOTGUN) 12-A.RODGERS PASS DEEP RIGHT TO 13-A.LAZARD PUSHED OB AT PHI 19 FOR 31 YARDS (29-A.MADDOX).,0,,,2020,31,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2852,2020120610,2020-12-06,2,1,5,GB,PHI,3,4,75,,1,,0,"(1:05) (SHOTGUN) 12-A.RODGERS PASS DEEP RIGHT TO 85-R.TONYAN FOR 25 YARDS, TOUCHDOWN.",0,,,2020,25,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OPP,0,,0,,0
2875,2020120612,2020-12-06,2,0,23,KC,DEN,1,10,62,,0,,0,"(:23) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 87-T.KELCE PUSHED OB AT DEN 10 FOR 28 YARDS (31-J.SIMMONS). PENALTY ON DEN-33-A.HOLDER, DEFENSIVE HOLDING, DECLINED.",0,,,2020,28,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,1,0,0,,38,OPP,0,DEN,0,DEFENSIVE HOLDING,0
2941,2020120700,2020-12-07,2,14,21,BUF,SF,2,12,68,,1,,0,"(14:21) 17-J.ALLEN PASS DEEP MIDDLE TO 13-G.DAVIS TO SF 10 FOR 22 YARDS (22-J.VERRETT, 20-J.WARD).",0,,,2020,22,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,32,OPP,0,,0,,0
2956,2020120603,2020-12-06,3,7,50,MIA,CIN,1,10,71,,1,,0,"(7:50) (SHOTGUN) 1-T.TAGOVAILOA PASS DEEP MIDDLE TO 88-M.GESICKI TO CIN 9 FOR 20 YARDS (30-J.BATES III, 24-V.BELL).",0,,,2020,20,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,29,OPP,0,,0,,0
2962,2020120603,2020-12-06,3,12,35,MIA,CIN,2,7,60,,1,,0,"(12:35) (NO HUDDLE, SHOTGUN) 1-T.TAGOVAILOA PASS DEEP LEFT TO 37-M.GASKIN TO CIN 5 FOR 35 YARDS (30-J.BATES III).",0,,,2020,35,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,40,OPP,0,,0,,0
3031,2020120605,2020-12-06,4,0,13,LV,NYJ,3,10,54,,1,,0,"(:13) (SHOTGUN) 4-D.CARR PASS DEEP LEFT TO 11-H.RUGGS FOR 46 YARDS, TOUCHDOWN.",0,,,2020,46,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,46,OPP,0,,0,,0
3072,2020113000,2020-11-30,4,12,49,SEA,PHI,2,10,52,,1,,0,(12:49) (SHOTGUN) 3-R.WILSON PASS DEEP LEFT TO 14-D.METCALF PUSHED OB AT PHI 17 FOR 31 YARDS (24-D.SLAY).,0,,,2020,31,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,48,OPP,0,,0,,0
3130,2020112910,2020-11-29,3,2,14,TB,KC,2,9,76,,1,,0,(2:14) (SHOTGUN) 12-T.BRADY PASS SHORT LEFT INTENDED FOR 13-M.EVANS INTERCEPTED BY 32-T.MATHIEU AT KC 13. 32-T.MATHIEU TO KC 35 FOR 22 YARDS.,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,24,OPP,0,,0,,0
3143,2020120609,2020-12-06,1,13,18,SEA,NYG,1,10,52,,1,,0,(13:18) (SHOTGUN) 3-R.WILSON PASS DEEP RIGHT TO 16-T.LOCKETT PUSHED OB AT NYG 24 FOR 24 YARDS (21-J.PEPPERS).,0,,,2020,24,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,48,OPP,0,,0,,0
3213,2020112908,2020-11-29,2,0,12,NO,DEN,1,15,54,,1,,0,(:12) (SHOTGUN) 7-T.HILL PASS DEEP MIDDLE TO 13-M.THOMAS TO DEN 22 FOR 24 YARDS (34-E.BASSEY).,0,,,2020,24,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,46,OPP,0,,0,,0
3254,2020120604,2020-12-06,1,8,6,JAX,MIN,1,10,60,,1,,0,(8:06) (SHOTGUN) 2-M.GLENNON PASS DEEP LEFT TO 19-C.JOHNSON TO MIN 6 FOR 34 YARDS (22-H.SMITH).,0,,,2020,34,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,40,OPP,0,,0,,0
3270,2020120601,2020-12-06,2,2,33,DET,CHI,1,10,51,,1,,0,"(2:33) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS DEEP RIGHT TO 87-Q.CEPHUS FOR 49 YARDS, TOUCHDOWN.",0,,,2020,49,NO HUDDLE SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,49,OPP,0,,0,,0
3324,2020120200,2020-12-02,2,14,23,PIT,BAL,2,7,51,,1,,0,"(14:23) (NO HUDDLE, SHOTGUN) 7-B.ROETHLISBERGER PASS DEEP LEFT TO 85-E.EBRON TO BAL 22 FOR 27 YARDS (32-D.ELLIOTT). BAL-32-D.ELLIOTT WAS INJURED DURING THE PLAY. BAL-95-D.WOLFE WAS INJURED DURING THE PLAY.",0,,,2020,27,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,49,OPP,0,,0,,0
3335,2020112910,2020-11-29,1,1,42,KC,TB,3,8,56,,1,,0,"(1:42) (SHOTGUN) 15-P.MAHOMES PASS DEEP RIGHT TO 10-T.HILL FOR 44 YARDS, TOUCHDOWN.",0,,,2020,44,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,44,OPP,0,,0,,0
3350,2020112910,2020-11-29,1,13,46,KC,TB,2,9,70,,1,,0,(13:46) (SHOTGUN) 15-P.MAHOMES PASS DEEP RIGHT TO 10-T.HILL TO TB 7 FOR 23 YARDS (24-C.DAVIS).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,30,OPP,0,,0,,0
3376,2020112909,2020-11-29,4,5,23,SF,LA,2,10,51,,1,,0,"(5:23) (SHOTGUN) 4-N.MULLENS PASS DEEP LEFT TO 44-K.JUSZCZYK TO LA 29 FOR 20 YARDS (22-T.HILL). FUMBLES (22-T.HILL), BALL OUT OF BOUNDS AT LA 29.",0,,,2020,20,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,1,0,0,0,,49,OPP,0,,0,,0
3415,2020120607,2020-12-06,3,0,25,TEN,CLE,1,10,83,,1,,0,(:25) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT INTENDED FOR 10-A.HUMPHRIES INTERCEPTED BY 36-M.STEWART JR. AT CLE 9. 36-M.STEWART JR. TO CLE 30 FOR 21 YARDS (60-B.JONES).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,17,OPP,0,,0,,0
3428,2020120605,2020-12-06,1,5,27,LV,NYJ,2,1,68,,1,,0,(5:27) (SHOTGUN) 4-D.CARR PASS SHORT LEFT INTENDED FOR 11-H.RUGGS INTERCEPTED BY 23-A.MAULET AT NYJ 25. 23-A.MAULET TO NYJ 45 FOR 20 YARDS (74-K.MILLER). BALL THROWN TO THE 30 YARDLINE AND TIPPED BY RECEIVER #11 RUGS.,0,,,2020,20,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,32,OPP,0,,0,,0
3465,2020120604,2020-12-06,4,1,46,JAX,MIN,2,7,75,,1,,0,(1:46) (SHOTGUN) 2-M.GLENNON PASS DEEP RIGHT TO 19-C.JOHNSON TO MIN 4 FOR 21 YARDS (22-H.SMITH).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OPP,0,,0,,0
3467,2020120604,2020-12-06,4,2,0,JAX,MIN,3,6,100,,1,,0,(2:00) (SHOTGUN) 2-M.GLENNON PASS DEEP LEFT TO 17-D.CHARK JR. PUSHED OB AT MIN 28 FOR 22 YARDS (38-H.HAND).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
3487,2020120604,2020-12-06,3,3,34,MIN,JAX,1,10,80,,1,,0,"(3:34) 8-K.COUSINS PASS DEEP RIGHT TO 18-J.JEFFERSON FOR 20 YARDS, TOUCHDOWN.",0,,,2020,20,UNDER CENTER,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,20,OPP,0,,0,,0
3508,2020120604,2020-12-06,2,4,10,MIN,JAX,2,10,77,,1,,0,(4:10) (SHOTGUN) 8-K.COUSINS PASS SHORT MIDDLE TO 33-D.COOK PUSHED OB AT JAX 3 FOR 20 YARDS (44-M.JACK).,0,,,2020,20,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,23,OPP,0,,0,,0
3520,2020120604,2020-12-06,1,12,39,JAX,MIN,2,4,72,,1,,0,"(12:39) 2-M.GLENNON PASS DEEP LEFT TO 10-L.SHENAULT JR. FOR 28 YARDS, TOUCHDOWN [20-J.GLADNEY].",0,,,2020,28,UNDER CENTER,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,28,OPP,0,,0,,0
3529,2020120603,2020-12-06,4,2,3,CIN,MIA,4,2,58,,1,,0,(2:03) (SHOTGUN) 5-R.FINLEY PASS SHORT LEFT TO 85-T.HIGGINS PUSHED OB AT MIA 20 FOR 22 YARDS (28-B.MCCAIN) [91-E.OGBAH].,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,42,OPP,0,,0,,0
3568,2020120607,2020-12-06,3,10,1,TEN,CLE,2,11,59,,1,,0,"(10:01) (NO HUDDLE, SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 84-C.DAVIS TO CLE 19 FOR 22 YARDS (42-K.JOSEPH).",0,,,2020,22,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,41,OPP,0,,0,,0
3572,2020120607,2020-12-06,3,13,56,TEN,CLE,1,10,78,,1,,0,"(13:56) (SHOTGUN) 17-R.TANNEHILL PASS DEEP MIDDLE TO 85-M.PRUITT FOR 22 YARDS, TOUCHDOWN.",0,,,2020,22,SHOTGUN,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,22,OPP,0,,0,,0
3607,2020112904,2020-11-29,2,10,1,CLE,JAX,2,6,57,,1,,0,(10:01) 6-B.MAYFIELD PASS DEEP MIDDLE TO 80-J.LANDRY TO JAX 16 FOR 27 YARDS (24-J.SCOTT).,0,,,2020,27,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,43,OPP,0,,0,,0
3708,2020112905,2020-11-29,4,1,3,MIN,CAR,1,10,65,,0,,0,"(1:03) (NO HUDDLE, SHOTGUN) 8-K.COUSINS PASS DEEP LEFT TO 82-K.RUDOLPH TO CAR 10 FOR 25 YARDS (21-J.CHINN). PENALTY ON CAR-56-J.CARTER, ILLEGAL CONTACT, DECLINED.",0,,,2020,25,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,1,0,0,,35,OPP,0,CAR,0,ILLEGAL CONTACT,0
